run_dir,timing_mode,input_location,prebuild_inputs,cpu_input_dtype,mcs_index,mcs_qm,mcs_code_rate_x1024,mother_code_rate,rate_matching_enabled,snr_index,snr_db,noise_sigma,num_codeblocks,llr_len,msg_bits_per_cb,msg_bytes_per_cb,base_graph,zc,n_rows,aerial_input_len,aerial_prepend_punctured_llrs,group_cbs,grouping_mode,decoder_api,explicit_method_name,num_groups,first_group_tb_size,first_group_rate_match_len,code_rate,rv,num_iterations,llr_sign,llr_scale,throughput_mode,warmup_repeats,measured_repeats,total_elapsed_ms,mean_pass_ms,std_pass_ms,min_pass_ms,max_pass_ms,mean_us_per_codeblock,std_us_per_codeblock,min_us_per_codeblock,max_us_per_codeblock,mean_host_call_us_per_codeblock,std_host_call_us_per_codeblock,min_host_call_us_per_codeblock,max_host_call_us_per_codeblock,codeblocks_per_second,information_mbps,aerial_bit_errors,aerial_total_bits,aerial_ber,aerial_block_errors,aerial_total_blocks,aerial_bler
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_00,gpu_decode_only,gpu,True,float32,5,2,379,0.3701171875,False,0,0,1,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,1902.994041909551,1.902994041909551,0.04113884769433374,1.8759389968181495,2.0876999988104217,1.858392619052296,0.0401746559514978,1.831971676580224,2.0387695300883024,0.06390573830827861,0.012727839967680739,0.04957324151178,0.209917967453066,538099.4251419052,473.52749412487657,270738,901120,0.30044611150568185,1024,1024,1.0
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_00,gpu_plus_bus,cpu,True,float32,5,2,379,0.3701171875,False,0,0,1,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,9553.577020997182,9.553577020997182,0.7060386017693184,8.087165999313584,11.579785001231357,9.32966505956756,0.6894908220403501,7.8976230462046715,11.308383790264998,9.322394423790572,0.6886336476504105,7.890625976614274,11.299120117769235,107184.98398551845,94.32278590725625,,901120,,,1024,
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_01,gpu_decode_only,gpu,True,float32,5,2,379,0.3701171875,False,1,6,0.501187233627272,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,1899.758879935689,1.899758879935689,0.03185595959624784,1.882280001154868,2.062824001768604,1.8552332811871963,0.031109335543210777,1.8381640636278007,2.0144765642271523,0.06064207126499355,0.01430716898065788,0.04821386667686056,0.25887402443913743,539015.772377737,474.3338796924086,0,901120,0.0,0,1024,0.0
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_01,gpu_plus_bus,cpu,True,float32,5,2,379,0.3701171875,False,1,6,0.501187233627272,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,9509.764582981006,9.509764582981006,0.7358231473130271,8.075895999354543,13.601457998447586,9.286879475567387,0.7185772922978779,7.886617186869671,13.28267382660897,9.279838863303524,0.7177711239172179,7.881954100952271,13.271147462745603,107678.79594333857,94.75734043013794,,901120,,,1024,
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_02,gpu_decode_only,gpu,True,float32,5,2,379,0.3701171875,False,2,12,0.251188643150958,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,1898.205654033518,1.898205654033518,0.028855210200127535,1.8836639974324498,2.0662819988501724,1.8537164590171074,0.02817891621106204,1.8395156224926268,2.0178535145021215,0.06269038572526142,0.015821639072313817,0.04839062484052192,0.4393066426189307,539456.8274644484,474.72200816871464,0,901120,0.0,0,1024,0.0
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_02,gpu_plus_bus,cpu,True,float32,5,2,379,0.3701171875,False,2,12,0.251188643150958,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,9386.810073097877,9.386810073097877,0.709942117776764,7.871191999583971,13.312784001755062,9.166806712009645,0.6933028493913711,7.686710937093721,13.000765626713928,9.159371445392138,0.6923079314094301,7.681714844665066,12.991348633306643,109089.24246104991,95.99853336572393,,901120,,,1024,
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_03,gpu_decode_only,gpu,True,float32,5,2,379,0.3701171875,False,3,18,0.125892541179417,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,1891.9813440079452,1.8919813440079452,0.0037626541931758345,1.8828620013664477,1.919949001603527,1.847638031257759,0.0036744669855232758,1.8387324232094215,1.8749501968784443,0.057473455935763695,0.008824424960406965,0.04792773466988365,0.122548826197999,541231.5524373901,476.2837661449033,0,901120,0.0,0,1024,0.0
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_03,gpu_plus_bus,cpu,True,float32,5,2,379,0.3701171875,False,3,18,0.125892541179417,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,9272.544553015905,9.272544553015905,0.656321187152797,7.821153998520458,11.13387499935925,9.055219290054596,0.6409386593289033,7.637845701680135,10.872924804061768,9.048086144584744,0.6401195127506164,7.632680663505198,10.860253908617779,110433.54864948509,97.1815228115469,,901120,,,1024,
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_04,gpu_decode_only,gpu,True,float32,5,2,379,0.3701171875,False,4,24,0.0630957344480193,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,1896.9653639869648,1.8969653639869648,0.02266694613409305,1.8827499989129137,2.059579997876426,1.8525052382685203,0.022135689584075247,1.8386230458133923,2.0113085916761975,0.06397842098948558,0.011836053901569759,0.048739259739249974,0.18890917985459055,539809.5397207455,475.03239495425606,0,901120,0.0,0,1024,0.0
/opt/nvidia/cuBB/pyaerial/notebooks/ldpc_final_tesc/mcs_05/snr_04,gpu_plus_bus,cpu,True,float32,5,2,379,0.3701171875,False,4,24,0.0630957344480193,1024,2360,880,110,1,40,39,2440,80,1024,explicit_codeblocks,explicit,decode_codeblocks_explicit,1,0,2416640,0.0,0,5,1.0,1.0,True,50,1000,9238.357489000919,9.238357489000919,0.6559160028588241,7.8302919973793905,11.31910200274433,9.02183348535246,0.6405429715418204,7.646769528690811,11.05381054955501,9.01487388963318,0.6398607511965394,7.642158202258997,11.040400391237881,110842.21423766752,97.54114852914742,,901120,,,1024,
